type	latitude	longitude	altitude (m)	color	opacity	name	desc
T	-1.395966848	36.775931873	1707.9				
T	-1.401430965	36.773695942	1717.1				
T	-1.400929707	36.773852071	1715.7				
T	-1.395005141	36.776659658	1701.0				
T	-1.391264584	36.778591573	1702.6				
T	-1.386884838	36.780406647	1688.6				
T	-1.382581246	36.781867275	1701.3				
T	-1.378651203	36.783000771	1697.7				
T	-1.376324827	36.783544956	1700.6				
T	-1.375289052	36.783545999	1695.3				
T	-1.378947592	36.781827352	1695.0				
T	-1.387858047	36.777692038	1694.8				
T	-1.395629059	36.774639788	1695.3				
T	-1.397238144	36.774158032	1705.6				
T	-1.397749434	36.774098947	1706.3				
T	-1.392104086	36.777693416	1703.8				
T	-1.388074547	36.779869736	1694.2				
T	-1.379930227	36.783400764	1697.1				
T	-1.377514277	36.784049633	1700.2				
T	-1.376181445	36.784183720	1699.4				
T	-1.376970633	36.783792473	1701.2				
T	-1.379151284	36.782852215	1693.8				
T	-1.382046485	36.781717580	1700.8				
T	-1.385603036	36.780009450	1696.1				
T	-1.389652930	36.778033833	1704.4				
T	-1.393211071	36.776358074	1688.4				
T	-1.396490816	36.774961204	1705.1				
T	-1.399782835	36.773765041	1709.7				
T	-1.397618850	36.774843890	1709.0				
T	-1.396243812	36.775596958	1707.3				
T	-1.396643816	36.775453904	1709.0				
T	-1.401767141	36.772935584	1716.2				
T	-1.403874624	36.772302557	1719.3				
T	-1.405217694	36.772271104	1719.3				
T	-1.404723999	36.772524012	1719.6				
T	-1.403764712	36.773247468	1718.2				
T	-1.402588314	36.773886476	1719.3				
T	-1.401412228	36.774526688	1719.3				
T	-1.400532892	36.775033362	1716.9				
T	-1.402139295	36.774554801	1719.9				
T	-1.405939073	36.773237030	1716.5				
T	-1.402446580	36.774523341	1719.6				
T	-1.400338618	36.775157362	1715.7				
T	-1.403397152	36.773699958	1718.4				
T	-1.406654817	36.772129574	1714.9				
T	-1.411498118	36.769875928	1719.3				
T	-1.406261970	36.771337947	1716.8				
T	-1.403535994	36.772026433	1719.8				
T	-1.399196983	36.773028806	1695.9				
T	-1.398266327	36.773031986	1694.7				
T	-1.400621857	36.771821421	1709.6				
T	-1.405497492	36.769960803	1717.1				
T	-1.408401150	36.768858036	1715.4				
T	-1.406803873	36.769525936	1717.0				
T	-1.405210899	36.770196659	1716.4				
T	-1.402837869	36.771269366	1715.6				
T	-1.400560592	36.772240533	1709.5				
T	-1.398287837	36.773239474	1692.9				
T	-1.399380521	36.772800289	1696.8				
T	-1.406638204	36.769953359	1716.2				
T	-1.413907342	36.767141476	1718.2				
T	-1.415004167	36.766814968	1723.4				
T	-1.411493610	36.767711754	1713.5				
T	-1.407749797	36.768607344	1717.3				
T	-1.403508391	36.769662016	1706.4				
T	-1.399345086	36.770418600	1702.4				
T	-1.395975523	36.770944408	1710.7				
T	-1.393629027	36.771287062	1712.3				
T	-1.392081314	36.771329933	1719.5				
T	-1.392919545	36.770415452	1718.5				
T	-1.395240429	36.768825287	1723.8				
T	-1.399053440	36.766672216	1718.9				
T	-1.403689872	36.764445949	1724.5				
T	-1.407810847	36.762265628	1728.4				
T	-1.410959942	36.760798618	1733.4				
T	-1.412458304	36.760235477	1726.5				
T	-1.412045729	36.760275573	1728.3				
T	-1.405520126	36.761901919	1707.9				
T	-1.399863030	36.763480736	1730.8				
T	-1.398144955	36.763863143	1729.9				
T	-1.401407231	36.762394452	1733.1				
T	-1.404298274	36.761187003	1715.9				
T	-1.408953806	36.759350122	1727.4				
T	-1.409942495	36.758937157	1730.0				
T	-1.408194941	36.759949983	1726.4				
T	-1.405844977	36.761038067	1707.3				
T	-1.398790271	36.764107996	1727.5				
T	-1.395610445	36.765363534	1730.8				
T	-1.392911714	36.766276169	1726.2				
T	-1.391304044	36.766760210	1712.8				
T	-1.391580138	36.766419867	1716.2				
T	-1.392961793	36.765751474	1727.8				
T	-1.395414009	36.764451804	1732.0				
T	-1.398540716	36.762683273	1733.3				
T	-1.401485908	36.761144497	1729.0				
T	-1.404264492	36.759937770	1722.9				
T	-1.406478330	36.759109165	1706.7				
T	-1.407766414	36.758561287	1710.5				
T	-1.408651479	36.758253728	1718.4				
T	-1.405491354	36.758778312	1718.5				
T	-1.404237419	36.758695499	1728.9				
T	-1.405064725	36.757680410	1726.7				
T	-1.406796801	36.756368623	1723.3				
T	-1.416479023	36.750204344	1742.9				
T	-1.419867955	36.748621213	1732.6				
T	-1.413965441	36.749943157	1749.2				
T	-1.405984515	36.751585364	1734.7				
T	-1.399047465	36.752497392	1744.1				
T	-1.397719567	36.752633235	1744.6				
T	-1.404711332	36.749131701	1724.5				
T	-1.413318714	36.744743129	1756.0				
T	-1.416852298	36.743042263	1759.0				
T	-1.419258447	36.742174572	1743.4				
T	-1.420362277	36.741750145	1737.8				
T	-1.416755352	36.742124070	1760.5				
T	-1.412901092	36.742722408	1757.5				
T	-1.405378692	36.743584301	1735.9				
T	-1.402614790	36.743867140	1745.7				
T	-1.400854502	36.743949517	1754.5				
T	-1.399821260	36.743952581	1754.5				
T	-1.400096080	36.743615137	1755.0				
T	-1.401331233	36.742559466	1756.7				
T	-1.404073839	36.740926486	1731.1				
T	-1.407384962	36.738934628	1740.1				
T	-1.410948766	36.736838926	1762.4				
T	-1.413875907	36.735307995	1768.7				
T	-1.416145280	36.734357052	1771.1				
T	-1.417442577	36.733914194	1771.6				
T	-1.416624214	36.733998878	1771.3				
T	-1.412815632	36.735002814	1769.6				
T	-1.405497659	36.736758889	1746.0				
T	-1.397509572	36.738518160	1759.8				
T	-1.395284978	36.738951851	1763.3				
T	-1.393937593	36.738882604	1763.6				
T	-1.395842840	36.737349220	1762.5				
T	-1.398136085	36.735567713	1759.2				
T	-1.403251297	36.732042841	1757.2				
T	-1.405271236	36.730714814	1764.6				
T	-1.406449991	36.730071087	1759.6				
T	-1.405946605	36.730229941	1763.5				
T	-1.403336085	36.730906443	1760.8				
T	-1.397794839	36.732193340	1760.3				
T	-1.392946309	36.733215604	1769.5				
T	-1.391701501	36.733138224	1770.4				
T	-1.392251022	36.732464277	1770.6				
T	-1.395725966	36.730147119	1768.4				
T	-1.400218423	36.727477133	1748.4				
T	-1.402460495	36.726476103	1768.5				
T	-1.401975456	36.726722812	1764.8				
T	-1.400388533	36.727157745	1751.2				
T	-1.397187304	36.728222161	1757.0				
T	-1.389860460	36.730241309	1773.1				
T	-1.385845470	36.731271211	1773.5				
T	-1.382717620	36.731901487	1773.8				
T	-1.381086546	36.732067456	1778.3				
T	-1.382075143	36.731658518	1774.6				
T	-1.384221385	36.730505621	1775.7				
T	-1.387248961	36.728866549	1776.8				
T	-1.390202284	36.727531909	1774.0				
T	-1.392668052	36.726439716	1768.5				
T	-1.394547951	36.725592641	1747.7				
T	-1.395653404	36.725257622	1746.8				
T	-1.395059784	36.725532864	1745.4				
T	-1.389958845	36.728174980	1775.1				
T	-1.385376413	36.730704143	1773.8				
T	-1.374975474	36.735686750	1786.0				
T	-1.367997808	36.738581799	1810.5				
T	-1.366926364	36.739008217	1816.1				
T	-1.370632614	36.737471197	1792.8				
T	-1.376764458	36.735180805	1778.9				
T	-1.380159650	36.734114818	1771.4				
T	-1.379888405	36.734545037	1767.8				
T	-1.375377660	36.737791481	1772.8				
T	-1.371345304	36.740386119	1793.5				
T	-1.361757935	36.745700029	1813.7				
T	-1.355801319	36.748771896	1812.9				
T	-1.364678974	36.744267995	1816.4				
T	-1.374021114	36.739583968	1778.2				
T	-1.378004513	36.738249204	1771.5				
T	-1.380675734	36.737334705	1751.5				
T	-1.382110866	36.737107065	1765.5				
T	-1.381339730	36.737691741	1758.1				
T	-1.375554905	36.741488804	1779.1				
T	-1.367163404	36.746782252	1794.8				
T	-1.362446606	36.749633744	1806.8				
T	-1.367746821	36.747544321	1790.6				
T	-1.372024430	36.746079151	1788.6				
T	-1.373529429	36.745719149	1790.7				
T	-1.374632195	36.745501183	1787.5				
T	-1.372683813	36.746525619	1783.2				
T	-1.370813898	36.747435461	1778.0				
T	-1.368555920	36.748388771	1790.3				
T	-1.369226803	36.748009582	1785.9				
T	-1.373558962	36.746024499	1788.4				
T	-1.375988586	36.744741554	1783.5				
T	-1.378141794	36.743791382	1759.4				
T	-1.379530195	36.743334258	1750.0				
T	-1.380332519	36.743146062	1747.1				
T	-1.379652419	36.743527828	1748.9				
T	-1.378000079	36.744424904	1762.8				
T	-1.371821494	36.747229507	1777.0				
T	-1.367368420	36.748717763	1796.8				
T	-1.366264664	36.748933957	1797.4				
T	-1.366838804	36.748566019	1795.7				
T	-1.376584696	36.743545578	1780.1				
T	-1.384651813	36.739830916	1759.3				
T	-1.387538069	36.738814599	1764.7				
T	-1.390638828	36.737879054	1762.8				
T	-1.385161965	36.739778837	1760.7				
T	-1.381659899	36.741040498	1733.8				
T	-1.378768756	36.741868562	1755.3				
T	-1.375664388	36.742511143	1785.4				
T	-1.381943719	36.739679207	1748.9				
T	-1.387097751	36.737521566	1769.4				
T	-1.388402593	36.737180010	1763.2				
T	-1.381643458	36.738687003	1755.6				
T	-1.378042195	36.739683208	1770.6				
T	-1.371298341	36.740907096	1796.7				
T	-1.369675425	36.740977947	1804.8				
T	-1.370215053	36.740301333	1799.3				
T	-1.372769571	36.738375563	1782.0				
T	-1.376549605	36.736127720	1776.6				
T	-1.377402453	36.735419380	1769.8				
T	-1.374326948	36.736372489	1787.3				
T	-1.373027644	36.736714129	1791.1				
T	-1.370795082	36.737043080	1793.8				
T	-1.372950845	36.735904296	1799.0				
T	-1.377623784	36.733631932	1759.3				
T	-1.380495419	36.732333174	1780.1				
T	-1.378163074	36.733032969	1750.8				
T	-1.375834956	36.734050975	1788.7				
T	-1.368924193	36.736632984	1802.1				
T	-1.363386865	36.738352017	1828.0				
T	-1.362078919	36.738589037	1824.7				
T	-1.362564791	36.738333455	1825.2				
T	-1.366818139	36.735840939	1817.3				
T	-1.371485813	36.733495611	1808.5				
T	-1.374794945	36.731895469	1789.2				
T	-1.374085698	36.731972095	1791.3				
T	-1.372470069	36.732151087	1798.3				
T	-1.367733152	36.732672050	1821.4				
T	-1.364155337	36.732735015	1826.8				
T	-1.365241059	36.732316243	1826.0				
T	-1.371434775	36.730001249	1800.8				
T	-1.379704626	36.726552404	1788.8				
T	-1.386680020	36.724291813	1780.2				
T	-1.389590412	36.723543322	1757.2				
T	-1.388572739	36.723670911	1769.2				
T	-1.386669611	36.724189777	1780.0				
T	-1.383551669	36.724918284	1782.2				
T	-1.372693335	36.728317785	1795.9				
T	-1.369017633	36.729338579	1817.5				
T	-1.369912006	36.729133820	1809.6				
T	-1.373988845	36.727299046	1764.3				
T	-1.378868602	36.725405570	1791.4				
T	-1.381250192	36.724542410	1788.3				
T	-1.377332147	36.725462906	1792.0				
T	-1.373263186	36.726239963	1769.0				
T	-1.371889452	36.726540063	1790.8				
T	-1.372425051	36.725939527	1769.6				
T	-1.373528083	36.725535790	1779.7				
T	-1.375676137	36.724305027	1795.0				
T	-1.379193695	36.722500061	1790.9				
T	-1.382416498	36.720894283	1769.5				
T	-1.386335382	36.718923670	1763.5				
T	-1.386937028	36.718757103	1763.3				
T	-1.383043060	36.719991432	1767.5				
T	-1.378084294	36.721691979	1792.6				
T	-1.376173841	36.722098857	1793.9				
T	-1.377656427	36.721530133	1793.8				
T	-1.380508768	36.720369029	1772.2				
T	-1.381608265	36.720046505	1768.1				
T	-1.382209012	36.719879761	1770.0				
T	-1.380326457	36.720596000	1776.1				
T	-1.376682086	36.722045601	1794.4				
T	-1.373715824	36.723178464	1797.6				
T	-1.376264889	36.721985992	1793.9				
T	-1.380637451	36.719627462	1770.5				
T	-1.382620150	36.718824846	1773.3				
T	-1.383805864	36.718368979	1768.0				
T	-1.381473575	36.718651234	1777.9				
T	-1.378099500	36.718966889	1775.3				
T	-1.376146971	36.718971826	1779.0				
T	-1.380208130	36.716388612	1777.3				
T	-1.382275761	36.715325912	1794.1				
T	-1.380058402	36.715901338	1779.9				
T	-1.378186704	36.716562843	1800.1				
T	-1.373953723	36.717652358	1785.7				
T	-1.373061393	36.717872741	1789.7				
T	-1.376478799	36.716945072	1800.7				
T	-1.378887963	36.716461733	1788.4				
T	-1.374025214	36.718363823	1783.3				
T	-1.370021712	36.720170899	1804.2				
T	-1.368908845	36.720647115	1790.1				
T	-1.369545510	36.720618001	1795.3				
T	-1.371669689	36.720207499	1802.2				
T	-1.375025692	36.719086177	1779.4				
T	-1.378529770	36.718030392	1787.2				
T	-1.385573151	36.716420898	1796.2				
T	-1.388859270	36.716380782	1792.2				
T	-1.384285919	36.720061718	1764.5				
T	-1.374473091	36.726947455	1770.8				
T	-1.364895161	36.732965994	1824.1				
T	-1.362577007	36.734334790	1830.3				
T	-1.363570172	36.734027285	1830.4				
T	-1.365544559	36.733309356	1820.8				
T	-1.367992765	36.732231776	1822.1				
T	-1.371427531	36.730928701	1803.2				
T	-1.374290603	36.729988852	1781.2				
T	-1.378119991	36.729185525	1784.5				
T	-1.378917441	36.728988763	1785.7				
T	-1.378868482	36.729510652	1785.6				
T	-1.376078113	36.731622903	1764.2				
T	-1.370509859	36.735032713	1808.7				
T	-1.368090763	36.736417225	1809.0				
T	-1.366671090	36.737494333	1822.0				
T	-1.369174092	36.737118034	1800.5				
T	-1.371674108	36.736544664	1794.2				
T	-1.376784529	36.735384115	1778.0				
T	-1.379089560	36.734918012	1756.7				
T	-1.380743026	36.734777888	1770.3				
T	-1.382282664	36.734723956	1767.4				
T	-1.381772897	36.734775901	1769.7				
T	-1.380988273	36.735164710	1769.0				
T	-1.379176489	36.735829960	1750.2				
T	-1.373996298	36.738348432	1780.3				
T	-1.372931221	36.738975393	1781.5				
T	-1.375448911	36.738504587	1768.8				
T	-1.381691903	36.737045842	1764.7				
T	-1.385341798	36.736465722	1768.6				
T	-1.389604712	36.735823000	1767.1				
T	-1.390941230	36.735789041	1765.0				
T	-1.390564310	36.736136332	1765.9				
T	-1.387414109	36.737592128	1768.1				
T	-1.383669942	36.739310672	1756.3				
T	-1.379320124	36.741289128	1754.3				
T	-1.370788669	36.744972928	1793.1				
T	-1.367916055	36.746088150	1795.3				
T	-1.365837548	36.746816314	1801.6				
T	-1.366840401	36.746610111	1796.7				
T	-1.368948565	36.746187002	1790.6				
T	-1.375463814	36.744591427	1788.1				
T	-1.378567017	36.743952244	1754.0				
T	-1.382520725	36.743431369	1736.1				
T	-1.383655313	36.743323860	1742.1				
T	-1.383242839	36.743362793	1738.7				
T	-1.382654397	36.743728044	1736.6				
T	-1.378541044	36.745709915	1761.1				
T	-1.376108079	36.746994344	1772.6				
T	-1.369916284	36.749588612	1793.1				
T	-1.370405863	36.749332996	1792.5				
T	-1.371502373	36.749014928	1792.5				
T	-1.373841444	36.748049461	1773.1				
T	-1.377820971	36.746713116	1763.5				
T	-1.386320799	36.744092162	1757.9				
T	-1.389964351	36.743409626	1753.9				
T	-1.393548363	36.743148604	1757.9				
T	-1.392273273	36.743793785	1753.4				
T	-1.389292936	36.744922426	1752.5				
T	-1.379919912	36.748148095	1751.6				
T	-1.378415085	36.748408398	1756.1				
T	-1.377907194	36.748460566	1761.9				
T	-1.386699395	36.744775261	1755.7				
T	-1.394189897	36.742361741	1756.4				
T	-1.397710791	36.741486780	1758.6				
T	-1.394242056	36.742871914	1757.4				
T	-1.383406170	36.747063188	1728.9				
T	-1.380835788	36.748053869	1750.6				
T	-1.379237448	36.748527677	1750.2				
T	-1.380663439	36.748381420	1750.8				
T	-1.386099627	36.747002481	1751.8				
T	-1.389826131	36.746106212	1748.8				
T	-1.393757130	36.745189558	1753.0				
T	-1.398912623	36.744148446	1753.0				
T	-1.400057315	36.744237772	1754.2				
T	-1.399680418	36.744585639	1749.7				
T	-1.398415978	36.745333435	1750.0				
T	-1.396467716	36.746460660	1751.8				
T	-1.390261070	36.749364899	1747.7				
T	-1.387994393	36.750422007	1744.9				
T	-1.386776888	36.750649536	1746.5				
T	-1.387473093	36.750371885	1745.7				
T	-1.389229097	36.749366868	1747.8				
T	-1.392475231	36.747797022	1746.8				
T	-1.396302401	36.745858575	1751.6				
T	-1.403043025	36.742996481	1743.0				
T	-1.405234807	36.742150747	1736.5				
T	-1.406527900	36.741819126	1745.3				
T	-1.406032688	36.741970550	1743.3				
T	-1.405234807	36.742150747	1736.5				
T	-1.403444625	36.742850698	1737.9				
T	-1.393280052	36.746579297	1747.2				
T	-1.386642037	36.748288457	1746.0				
T	-1.382905711	36.749184147	1739.0				
T	-1.383893008	36.748772523	1732.4				
T	-1.390939170	36.745889471	1746.9				
T	-1.400012324	36.742798420	1756.3				
T	-1.405023767	36.742066910	1733.6				
T	-1.404971401	36.742590326	1735.9				
T	-1.404017456	36.743305052	1724.1				
T	-1.401673809	36.744790633	1746.4				
T	-1.392715144	36.750147340	1747.3				
T	-1.387323385	36.752969454	1741.6				
T	-1.378764699	36.756824247	1774.6				
T	-1.376765074	36.757333899	1787.0				
T	-1.380561793	36.755410488	1762.1				
T	-1.384774903	36.753441816	1721.7				
T	-1.389150981	36.751646686	1747.0				
T	-1.393399278	36.749767703	1746.0				
T	-1.399005967	36.748060128	1743.2				
T	-1.400147225	36.748046255	1739.8				
T	-1.398029611	36.749605488	1745.5				
T	-1.391412987	36.753588297	1736.6				
T	-1.387905335	36.755707247	1737.7				
T	-1.381863572	36.758174954	1745.3				
T	-1.380768848	36.758487201	1756.6				
T	-1.381265301	36.758336039	1751.3				
T	-1.383039394	36.757648978	1737.1				
T	-1.389205678	36.755262252	1734.9				
T	-1.395319337	36.753395568	1740.0				
T	-1.398057386	36.752908669	1743.9				
T	-1.396015404	36.754150433	1742.0				
T	-1.393196988	36.755885675	1735.6				
T	-1.388496607	36.758433699	1734.0				
T	-1.384802207	36.759863318	1712.1				
T	-1.387400812	36.758859509	1734.2				
T	-1.393587055	36.756672412	1741.6				
T	-1.399328934	36.755257949	1739.1				
T	-1.401783339	36.755008531	1744.8				
T	-1.401713219	36.755326197	1744.2				
T	-1.395829673	36.758406470	1742.1				
T	-1.390974897	36.760468991	1722.9				
T	-1.389287663	36.761151782	1728.1				
T	-1.389900910	36.761094100	1721.5				
T	-1.391405600	36.760627098	1727.1				
T	-1.393133960	36.760336597	1739.9				
T	-1.396702513	36.759869304	1740.1				
T	-1.398031698	36.759733533	1735.7				
T	-1.396398193	36.760935056	1740.0				
T	-1.393855148	36.762339079	1734.8				
T	-1.387045823	36.765648791	1705.8				
T	-1.384373508	36.766723329	1723.7				
T	-1.382686921	36.767410069	1726.8				
T	-1.381898302	36.767802750	1727.8				
T	-1.385139860	36.767168260	1722.6				
T	-1.392746603	36.765670853	1727.2				
T	-1.398976765	36.764917883	1725.4				
T	-1.400461736	36.765284243	1729.1				
T	-1.398746296	36.766703258	1718.5				
T	-1.394003920	36.769886696	1719.5				
T	-1.389211282	36.772694468	1697.0				
T	-1.388217027	36.773105231	1699.7				
T	-1.388820520	36.772951987	1696.8				
T	-1.390043545	36.772699074	1710.1				
T	-1.392472239	36.772123175	1717.9				
T	-1.394545378	36.772146880	1701.2				
T	-1.394155619	36.772390201	1702.5				
T	-1.393192327	36.773102365	1708.5				
T	-1.387585729	36.776077518	1694.7				
T	-1.384003687	36.777455553	1708.9				
T	-1.383213537	36.777851452	1706.9				
T	-1.383726820	36.777796887	1707.4				
T	-1.385435830	36.777322124	1703.0				
T	-1.388275827	36.776723249	1696.0				
T	-1.394276339	36.775610158	1687.6				
T	-1.396018268	36.775415491	1704.3				
T	-1.395105838	36.775613562	1697.7				
T	-1.394092265	36.775839439	1685.7				
T	-1.392665982	36.776095547	1694.0				
T	-1.391024539	36.776220846	1710.5				
T	-1.388152018	36.776530992	1694.9				
T	-1.387536130	36.776596611	1692.5				
T	-1.390130897	36.775594118	1710.8				
T	-1.395763598	36.773915487	1691.9				
T	-1.390664806	36.775739171	1712.0				
T	-1.385118677	36.777246922	1704.9				
T	-1.381560723	36.777921505	1705.7				
T	-1.382474398	36.777721189	1707.7				
T	-1.390848973	36.775511757	1713.1				
T	-1.393322506	36.775416864	1685.2				
T	-1.389159622	36.777249066	1704.1				
T	-1.382978945	36.779643847	1705.6				
T	-1.376130832	36.781585995	1703.7				
T	-1.372443104	36.782075573	1697.0				
T	-1.379390965	36.778965938	1705.8				
T	-1.386980634	36.776242649	1697.2				
T	-1.390704577	36.775114781	1713.8				
T	-1.386458384	36.776186378	1701.8				
T	-1.380394716	36.777616966	1707.5				
T	-1.378165028	36.778042332	1713.8				
T	-1.376523803	36.778212490	1716.6				
T	-1.376782087	36.777662935	1719.4				
T	-1.381961915	36.774649949	1712.2				
T	-1.393020022	36.769370561	1721.2				
T	-1.402236157	36.765419416	1727.8				
T	-1.405862673	36.764250253	1704.6				
T	-1.405245156	36.764401752	1712.5				
T	-1.403856832	36.765052454	1725.1				
T	-1.401766368	36.765881597	1726.9				
T	-1.393254172	36.768621622	1724.6				
T	-1.389730678	36.769616707	1708.4				
T	-1.392915722	36.768347465	1723.5				
T	-1.396392687	36.766944154	1726.2				
T	-1.407740675	36.762583966	1728.3				
T	-1.409350045	36.762206663	1729.8				
T	-1.406907148	36.763501070	1720.6				
T	-1.404359895	36.764899653	1722.6				
T	-1.398422292	36.767569091	1716.1				
T	-1.396232868	36.768413691	1725.1				
T	-1.394513575	36.768797344	1724.2				
T	-1.394471915	36.768388253	1725.2				
T	-1.396340103	36.766430683	1726.2				
T	-1.401449330	36.762804353	1732.6				
T	-1.406132919	36.760802409	1708.5				
T	-1.407441921	36.760650201	1722.3				
T	-1.407105708	36.761409020	1720.9				
T	-1.406344436	36.762009293	1715.6				
T	-1.405714483	36.762812574	1709.4				
T	-1.405328624	36.763062761	1706.4				
T	-1.404790608	36.762905495	1707.7				
T	-1.405029706	36.761219619	1710.1				
T	-1.405562691	36.759398798	1714.1				
T	-1.405847940	36.758224095	1720.0				
T	-1.406981317	36.754075389	1718.2				
T	-1.408698718	36.748827916	1736.4				
T	-1.409354660	36.747211100	1743.7				
T	-1.409950750	36.746014365	1750.1				
T	-1.409586109	36.746464484	1746.7				
T	-1.409151213	36.747231809	1742.7				
T	-1.408565234	36.748531537	1737.8				
T	-1.408512623	36.748020146	1740.3				
T	-1.408744256	36.747273195	1743.2				
T	-1.409236665	36.746087053	1746.4				
T	-1.409568390	36.745330799	1749.9				
T	-1.409408018	36.745759933	1748.3				
T	-1.409291366	36.746597737	1744.8				
T	-1.409021408	36.747968287	1739.9				
T	-1.407996169	36.750764696	1716.5				
T	-1.408686638	36.749656549	1730.3				
T	-1.409154939	36.748264631	1738.3				
T	-1.409182784	36.747538548	1741.9				
T	-1.409305938	36.745770322	1747.9				
T	-1.409642778	36.744085050	1751.3				
T	-1.409284398	36.743605375	1751.5				
T	-1.408845109	36.743340280	1751.2				
T	-1.408159703	36.742687295	1753.3				
T	-1.407716284	36.741390941	1748.1				
T	-1.407545048	36.740683924	1744.2				
T	-1.407582607	36.741094998	1746.4				
T	-1.407371613	36.745038211	1749.4				
T	-1.407066438	36.747030967	1742.9				
T	-1.406787566	36.744374876	1748.9				
T	-1.406556406	36.742127215	1747.6				
T	-1.406640569	36.742944420	1750.2				
T	-1.406850732	36.744987938	1747.7				
T	-1.407233603	36.748564057	1730.3				
T	-1.407272437	36.752906104	1723.0				
T	-1.406991169	36.759056768	1708.0				
T	-1.406501766	36.754534319	1723.5				
T	-1.405887984	36.748391099	1720.1				
T	-1.405244268	36.742253624	1737.3				
T	-1.405139310	36.741121683	1727.6				
T	-1.405208630	36.741840686	1734.0				
T	-1.405023710	36.743101968	1732.3				
T	-1.404506805	36.748118063	1720.3				
T	-1.404448279	36.747502990	1718.7				
T	-1.404264062	36.745658159	1720.2				
T	-1.403974005	36.742896445	1728.1				
T	-1.403624904	36.739522063	1731.0				
T	-1.402877540	36.732385405	1753.6				
T	-1.402812589	36.729826237	1768.9				
T	-1.403122631	36.730823297	1759.4				
T	-1.404177204	36.740915275	1729.7				
T	-1.405363239	36.752579070	1736.2				
T	-1.405976930	36.758421984	1716.5				
T	-1.406272948	36.762326771	1716.1				
T	-1.406203783	36.761612790	1712.2				
T	-1.406107581	36.759559501	1709.8				
T	-1.406116846	36.756848776	1727.2				
T	-1.406463414	36.750090886	1722.0				
T	-1.406792060	36.742412942	1750.6				
T	-1.406927384	36.738462016	1734.7				
T	-1.406979898	36.738973428	1734.9				
T	-1.407082611	36.748993598	1722.9				
T	-1.407808410	36.760197788	1723.5				
T	-1.408114620	36.764203540	1724.4				
T	-1.408061516	36.763690664	1725.4				
T	-1.408138110	36.762438571	1729.5				
T	-1.408161591	36.760674439	1726.4				
T	-1.408253153	36.758301506	1713.8				
T	-1.407676875	36.749760846	1720.3				
T	-1.407885442	36.743024697	1750.9				
T	-1.407973068	36.741880786	1751.2				
T	-1.408575556	36.753397900	1714.3				
T	-1.408636338	36.755982433	1711.7				
T	-1.408663473	36.755253716	1714.9				
T	-1.408094737	36.747959379	1740.5				
T	-1.407352465	36.737593660	1739.6				
T	-1.407762405	36.730528737	1744.5				
T	-1.407845915	36.729390892	1751.6				
T	-1.407188232	36.732960060	1743.1				
T	-1.406032688	36.741970550	1743.3				
T	-1.405408765	36.745854509	1733.7				
T	-1.405343485	36.745241304	1735.3				
T	-1.405176943	36.743603851	1732.9				
T	-1.404141293	36.733708834	1763.0				
T	-1.403500363	36.727611960	1780.4				
T	-1.402398918	36.716934063	1790.0				
T	-1.402337457	36.714384682	1794.1				
T	-1.402390278	36.714890835	1793.9				
T	-1.402432540	36.715295826	1793.2				
T	-1.402602781	36.716912879	1789.8				
T	-1.403017203	36.725910547	1768.8				
T	-1.404187957	36.741943285	1728.1				
T	-1.405847940	36.758224095	1720.0				
T	-1.406377106	36.763351044	1716.7				
T	-1.406069368	36.757372470	1725.4				
T	-1.406153178	36.754156164	1726.0				
T	-1.406164509	36.746296359	1738.9				
T	-1.406494353	36.739226558	1730.5				
T	-1.406741812	36.737653637	1732.7				
T	-1.406704076	36.738276567	1731.6				
T	-1.406328814	36.747829204	1730.2				
T	-1.406520417	36.759519475	1707.8				
T	-1.406374086	36.767297946	1706.4				
T	-1.405701110	36.761673144	1707.9				
T	-1.403940335	36.744553826	1723.0				
T	-1.403070227	36.737208337	1745.5				
T	-1.402941773	36.738864627	1732.3				
T	-1.402436182	36.741205098	1751.2				
T	-1.401498267	36.751214484	1745.3				
T	-1.400855474	36.763070462	1733.3				
T	-1.400385164	36.766539083	1729.2				
T	-1.400020884	36.765018404	1727.1				
T	-1.398724645	36.754390215	1741.5				
T	-1.397540328	36.742844847	1757.9				
T	-1.397025863	36.736815671	1762.3				
T	-1.396210586	36.741949575	1759.7				
T	-1.394866777	36.751995019	1737.8				
T	-1.393644672	36.764331020	1730.9				
T	-1.393111979	36.769257316	1721.8				
T	-1.393028547	36.768438859	1723.9				
T	-1.392203323	36.760331104	1734.4				
T	-1.390932600	36.747851169	1749.1				
T	-1.389727468	36.736016326	1767.2				
T	-1.389272949	36.732564416	1764.9				
T	-1.388941757	36.742483152	1757.1				
T	-1.389035033	36.756622213	1731.7				
T	-1.389417810	36.767587503	1704.1				
T	-1.388962895	36.763050425	1723.2				
T	-1.387885223	36.754464988	1739.6				
T	-1.386896143	36.746715077	1749.9				
T	-1.386461359	36.742428129	1758.6				
T	-1.386572047	36.741488676	1762.8				
T	-1.386907936	36.747848895	1748.6				
T	-1.387352092	36.756386703	1734.1				
T	-1.387340546	36.759278629	1733.8				
T	-1.387277069	36.758666333	1733.2				
T	-1.386479039	36.750783324	1744.4				
T	-1.385252514	36.738636770	1759.7				
T	-1.384302076	36.729265044	1778.7				
T	-1.384124195	36.727527975	1780.9				
T	-1.384073883	36.728047384	1779.6				
T	-1.384067281	36.728980643	1778.9				
T	-1.383160289	36.743576950	1738.6				
