type	latitude	longitude	altitude (m)	color	opacity	name	desc
T	-1.369608931	36.718066455	1810.9				
T	-1.370431587	36.718083334	1809.0				
T	-1.370838193	36.718041502	1808.4				
T	-1.371277879	36.717283373	1810.5				
T	-1.369633298	36.717250435	1813.0				
T	-1.368839875	36.717535853	1813.5				
T	-1.368786618	36.718050107	1811.9				
T	-1.369463845	36.718692250	1809.4				
T	-1.370093336	36.718831278	1807.5				
T	-1.371129635	36.718928507	1804.1				
T	-1.371536357	36.718886675	1803.3				
T	-1.372451519	36.718792542	1801.1				
T	-1.373589471	36.718105179	1784.5				
T	-1.373862655	36.717765572	1785.2				
T	-1.374714783	36.716891140	1794.8				
T	-1.375071818	36.716262584	1802.6				
T	-1.375281132	36.715230036	1807.7				
T	-1.375260793	36.715027425	1808.6				
T	-1.373657476	36.714542152	1800.5				
T	-1.371722397	36.714737078	1808.6				
T	-1.369399918	36.715004735	1815.4				
T	-1.368301788	36.715235561	1818.6				
T	-1.366311987	36.716115966	1803.6				
T	-1.365739587	36.716581540	1801.8				
T	-1.365283284	36.717321595	1795.4				
T	-1.365261401	36.718053892	1795.0				
T	-1.365350092	36.718785726	1802.7				
T	-1.365738767	36.719479765	1808.7				
T	-1.367072310	36.720562638	1799.7				
T	-1.368272016	36.721348569	1793.8				
T	-1.368912394	36.721678955	1787.0				
T	-1.370175793	36.722138043	1783.0				
T	-1.371151675	36.722209847	1798.9				
T	-1.371964279	36.722125120	1802.5				
T	-1.372778100	36.722041476	1799.8				
T	-1.373133414	36.721491071	1797.7				
T	-1.373436942	36.720431876	1797.7				
T	-1.373374598	36.719820956	1796.7				
T	-1.372917453	36.719356432	1797.2				
T	-1.372501694	36.719298713	1800.5				
T	-1.371555974	36.719088493	1802.5				
T	-1.370631026	36.719081699	1805.0				
T	-1.368256395	36.719010589	1806.2				
T	-1.365698706	36.719163954	1805.4				
T	-1.364607639	36.719310016	1816.3				
T	-1.363212205	36.719665907	1823.8				
T	-1.362268517	36.721323238	1829.7				
T	-1.362273206	36.722351979	1831.9				
T	-1.362666067	36.723138619	1830.2				
T	-1.363691912	36.723228492	1822.7				
T	-1.364598659	36.723127931	1816.4				
T	-1.365810846	36.722996250	1813.4				
T	-1.366597244	36.722703586	1813.7				
T	-1.367249784	36.722114376	1812.9				
T	-1.367611130	36.721661541	1807.5				
T	-1.367571265	36.721345995	1803.1				
T	-1.366668506	36.721453952	1813.2				
T	-1.365049459	36.721628250	1818.1				
T	-1.364342218	36.721705311	1821.7				
T	-1.363736188	36.721771335	1822.8				
T	-1.362775695	36.722295240	1827.6				
T	-1.362090796	36.723415654	1835.2				
T	-1.361959941	36.724146806	1838.8				
T	-1.361963208	36.725173710	1838.0				
T	-1.362223516	36.725664975	1838.0				
T	-1.363310264	36.726271731	1834.6				
T	-1.363746241	36.726534054	1832.9				
T	-1.364776602	36.726629108	1830.9				
T	-1.365482922	36.726552991	1829.5				
T	-1.366991704	36.726384560	1821.8				
T	-1.367593601	36.726315105	1816.1				
T	-1.368262257	36.725926037	1809.7				
T	-1.368706550	36.725352974	1806.8				
T	-1.368574635	36.725059033	1807.8				
T	-1.367736124	36.724843200	1810.6				
T	-1.366819239	36.724843380	1815.6				
T	-1.366216019	36.724912034	1820.3				
T	-1.365413542	36.725004792	1823.5				
T	-1.364932803	36.725265657	1825.1				
T	-1.364305665	36.726058946	1830.8				
T	-1.364216590	36.727103532	1833.5				
T	-1.365571763	36.727370423	1833.1				
T	-1.366781179	36.727238671	1828.6				
T	-1.367582638	36.727145806	1821.6				
T	-1.369066095	36.726858926	1807.8				
T	-1.369746502	36.726571455	1800.1				
T	-1.370890610	36.725729391	1795.4				
T	-1.370720026	36.725121257	1788.5				
T	-1.369881312	36.724906620	1798.8				
T	-1.368038077	36.724808855	1810.2				
T	-1.367120972	36.724809050	1813.5				
T	-1.365535774	36.725197558	1824.5				
T	-1.364966460	36.725572725	1827.2				
T	-1.364059326	36.726603090	1831.5				
T	-1.363550453	36.727584193	1836.5				
T	-1.363505748	36.728199459	1834.9				
T	-1.363644394	36.728591970	1833.8				
T	-1.364097523	36.729054825	1831.5				
T	-1.364656798	36.729510730	1828.9				
T	-1.365304452	36.729852668	1829.8				
T	-1.365932183	36.729992041	1832.8				
T	-1.367146732	36.729864708	1831.1				
T	-1.367736516	36.729693354	1829.0				
T	-1.368175368	36.729025759	1823.2				
T	-1.368724898	36.728447608	1815.3				
T	-1.368373735	36.727975619	1816.8				
T	-1.366962384	36.728038066	1831.1				
T	-1.365751728	36.728168803	1832.5				
T	-1.365051228	36.728342656	1832.9				
T	-1.364118237	36.729257936	1830.9				
T	-1.363875618	36.729898099	1829.7				
T	-1.363946810	36.730607999	1829.5				
T	-1.364493138	36.730960604	1829.0				
T	-1.364918266	36.731121143	1828.7				
T	-1.366346416	36.731075057	1826.8				
T	-1.367359388	36.730969566	1824.5				
T	-1.367808257	36.730404053	1826.9				
T	-1.368267655	36.729939770	1825.3				
T	-1.368406361	36.729307068	1822.0				
T	-1.367534008	36.728689858	1830.5				
T	-1.366834189	36.728771803	1832.2				
T	-1.365416816	36.728919939	1831.1				
T	-1.364433364	36.729328598	1829.8				
T	-1.364078801	36.729877510	1829.4				
T	-1.363763035	36.731855433	1830.2				
T	-1.364126142	36.733456381	1826.4				
T	-1.364920554	36.735222016	1825.0				
T	-1.365327388	36.736206094	1825.1				
T	-1.366261562	36.737437699	1823.8				
T	-1.366910301	36.737877663	1819.0				
T	-1.367735491	36.737993676	1813.7				
T	-1.368743323	36.737885282	1806.3				
T	-1.369146114	36.737841590	1801.7				
T	-1.369547772	36.737797172	1798.8				
T	-1.370220077	36.737413880	1794.4				
T	-1.370492725	36.737076144	1794.5				
T	-1.370841489	36.736425797	1797.0				
T	-1.370703077	36.736032004	1800.5				
T	-1.369661371	36.735834980	1803.0				
T	-1.368525783	36.735652811	1805.5				
T	-1.366055856	36.735309866	1819.0				
T	-1.364829600	36.735334084	1825.7				
T	-1.363255470	36.736007214	1829.6				
T	-1.362544348	36.737105133	1828.2				
T	-1.362485662	36.737522459	1829.8				
T	-1.362473503	36.738445371	1824.9				
T	-1.363260176	36.739182998	1826.7				
T	-1.363694393	36.739445248	1825.4				
T	-1.364332284	36.739687135	1822.8				
T	-1.364554986	36.739869261	1821.2				
T	-1.365276192	36.739898131	1820.7				
T	-1.366086738	36.739814264	1820.2				
T	-1.366582740	36.739660043	1817.4				
T	-1.366855643	36.739323541	1816.1				
T	-1.367393461	36.738646753	1813.6				
T	-1.367472732	36.738432139	1813.8				
T	-1.366551091	36.738328571	1819.7				
T	-1.365844747	36.738403370	1824.0				
T	-1.364632491	36.738530684	1825.0				
T	-1.363552354	36.740075622	1822.1				
T	-1.363924501	36.741780651	1817.8				
T	-1.364399422	36.742449804	1818.6				
T	-1.364863931	36.743017372	1817.2				
T	-1.365389339	36.743168016	1814.8				
T	-1.366309201	36.743174938	1811.3				
T	-1.367524560	36.743049111	1804.3				
T	-1.368224871	36.742874323	1802.6				
T	-1.369393287	36.742240797	1802.2				
T	-1.370142470	36.741546273	1804.4				
T	-1.370380011	36.740902189	1801.5				
T	-1.369823433	36.740446815	1802.3				
T	-1.368916668	36.740543904	1805.1				
T	-1.366782701	36.740664490	1814.6				
T	-1.366285664	36.740818345	1815.5				
T	-1.365652759	36.741703184	1812.9				
T	-1.365450089	36.742750928	1815.0				
T	-1.365591475	36.743146963	1814.0				
T	-1.366369698	36.743784954	1809.4				
T	-1.366581632	36.743865516	1808.4				
T	-1.367116394	36.744117770	1805.4				
T	-1.367752557	36.744359654	1802.7				
T	-1.368361684	36.744297034	1798.8				
T	-1.369074048	36.744224378	1797.2				
T	-1.369470112	36.744080892	1797.0				
T	-1.370202369	36.743183773	1801.4				
T	-1.369766734	36.742920677	1801.1				
T	-1.368640555	36.742934075	1801.2				
T	-1.368447423	36.743056627	1801.1				
T	-1.368638160	36.743961055	1798.6				
T	-1.369067062	36.745250979	1795.0				
T	-1.369076507	36.745352636	1794.5				
T	-1.370059748	36.745971106	1785.9				
T	-1.370986337	36.745979461	1784.9				
T	-1.372514220	36.745823733	1792.0				
T	-1.373115164	36.745659606	1791.9				
T	-1.371244227	36.745439836	1791.5				
T	-1.367800628	36.744867840	1803.0				
T	-1.365766694	36.744975799	1810.2				
T	-1.362628664	36.745199753	1814.9				
T	-1.361525345	36.745416016	1815.7				
T	-1.360293486	36.746465250	1814.0				
T	-1.360535834	36.746850990	1813.0				
T	-1.361082952	36.747205668	1813.2				
T	-1.361712079	36.747346737	1815.5				
T	-1.362971667	36.747729902	1808.4				
T	-1.363876775	36.747635767	1803.0				
T	-1.365287517	36.747489352	1801.4				
T	-1.367062123	36.746792700	1795.1				
T	-1.367245487	36.746568301	1795.6				
T	-1.366599563	36.746224137	1799.5				
T	-1.364031689	36.746078781	1814.5				
T	-1.362213349	36.746166548	1813.1				
T	-1.361522045	36.746442391	1813.7				
T	-1.361164883	36.746992016	1813.5				
T	-1.361305751	36.747388219	1814.2				
T	-1.362651120	36.747557949	1812.3				
T	-1.363263784	36.747596844	1807.0				
T	-1.364570875	36.747460695	1802.4				
T	-1.366362857	36.746967569	1797.9				
T	-1.367033338	36.746487473	1796.8				
T	-1.368446792	36.745211628	1796.5				
T	-1.368991541	36.744438020	1797.1				
T	-1.369491812	36.743256948	1799.9				
T	-1.369544032	36.742738354	1801.0				
T	-1.369403138	36.742342389	1801.9				
T	-1.368967740	36.742079512	1803.0				
T	-1.368005710	36.741665918	1806.2				
T	-1.366242872	36.741437769	1812.3				
T	-1.364287883	36.741332098	1817.3				
T	-1.363893042	36.741475557	1817.7				
T	-1.363187637	36.742576234	1819.1				
T	-1.363056065	36.743308360	1818.7				
T	-1.363109145	36.744943383	1816.6				
T	-1.363179329	36.745654927	1816.3				
T	-1.363668911	36.746527579	1812.6				
T	-1.364109992	36.746892295	1808.1				
T	-1.365148123	36.747092834	1804.6				
T	-1.366594110	36.747251955	1795.4				
T	-1.368316329	36.747074445	1789.1				
T	-1.369291822	36.746562806	1787.5				
T	-1.369521852	36.745717864	1790.4				
T	-1.369502920	36.745514493	1791.5				
T	-1.368936877	36.744956421	1796.6				
T	-1.367892266	36.744755699	1802.1				
T	-1.367173982	36.744727474	1806.8				
T	-1.365554802	36.744895149	1810.8				
T	-1.364976479	36.745262814	1812.1				
T	-1.364097091	36.747818281	1800.9				
T	-1.363971305	36.749579842	1801.3				
T	-1.364368590	36.751493009	1803.0				
T	-1.364882006	36.752469117	1801.9				
T	-1.365859341	36.754014978	1800.3				
T	-1.366306975	36.754380780	1800.1				
T	-1.366866514	36.754838093	1800.4				
T	-1.367202069	36.755112532	1799.5				
T	-1.368238179	36.755212931	1797.2				
T	-1.369152218	36.755119999	1794.8				
T	-1.371133390	36.754403941	1793.0				
T	-1.371286097	36.753873808	1793.4				
T	-1.371265516	36.753670125	1794.0				
T	-1.371112444	36.753171282	1794.9				
T	-1.370166534	36.752959002	1796.4				
T	-1.369330832	36.752838490	1796.6				
T	-1.366681549	36.753005555	1800.5				
T	-1.365787421	36.753302375	1802.0				
T	-1.364376069	36.754577459	1801.1				
T	-1.363918986	36.755138271	1802.2				
T	-1.363695493	36.755983917	1801.8				
T	-1.364254536	36.756441360	1800.0				
T	-1.365138954	36.757071532	1800.4				
T	-1.365789630	36.757416895	1799.9				
T	-1.366863281	36.757926007	1798.9				
T	-1.368419438	36.758076572	1793.5				
T	-1.369628871	36.757850876	1792.6				
T	-1.370218259	36.757585167	1792.8				
T	-1.370695922	36.757227812	1792.7				
T	-1.371437876	36.756431775	1791.3				
T	-1.371590357	36.755901518	1790.5				
T	-1.370787717	36.755056642	1795.1				
T	-1.369345231	36.754997471	1795.0				
T	-1.368228066	36.755111062	1797.2				
T	-1.366765164	36.755877171	1799.8				
T	-1.365820201	36.757722492	1799.5				
T	-1.365827420	36.758854593	1797.4				
T	-1.365876397	36.759364809	1796.7				
T	-1.366747952	36.760924699	1789.9				
T	-1.367652094	36.761760443	1788.5				
T	-1.368618853	36.762177414	1789.7				
T	-1.369745640	36.762167349	1790.1				
T	-1.370547986	36.761983684	1788.7				
T	-1.370975916	36.761115509	1786.6				
T	-1.370906055	36.760400658	1787.9				
T	-1.370238120	36.759848984	1789.9				
T	-1.369394671	36.759625305	1791.8				
T	-1.367756294	36.759688926	1793.1				
T	-1.367257821	36.759842572	1794.5				
T	-1.366514446	36.760639283	1791.2				
T	-1.366481306	36.762394675	1786.5				
T	-1.366643127	36.762996841	1786.9				
T	-1.367344098	36.763853741	1788.0				
T	-1.368015214	36.764404370	1786.9				
T	-1.369082303	36.764812628	1785.5				
T	-1.370407362	36.764677407	1783.6				
T	-1.371405900	36.764369476	1784.5				
T	-1.372341582	36.763450298	1785.9				
T	-1.373135171	36.761210158	1777.4				
T	-1.372858766	36.759378633	1784.9				
T	-1.371855658	36.758551653	1790.0				
T	-1.371001724	36.758226234	1792.3				
T	-1.368358916	36.757464944	1793.1				
T	-1.364935655	36.757092217	1800.2				
T	-1.363726115	36.757318167	1797.4				
T	-1.363563537	36.757746249	1795.9				
T	-1.363848104	36.759569281	1797.7				
T	-1.364692460	36.760927761	1794.7				
T	-1.365860199	36.762354891	1785.2				
T	-1.366429406	36.762915503	1786.3				
T	-1.366988641	36.763374181	1787.1				
T	-1.367395672	36.763332896	1787.0				
T	-1.368718469	36.763198781	1788.9				
T	-1.369733728	36.763097060	1787.3				
T	-1.370171705	36.762330923	1789.6				
T	-1.370141810	36.762024447	1789.3				
T	-1.369898898	36.761636253	1789.1				
T	-1.368873899	36.761636071	1789.0				
T	-1.368171222	36.761810700	1787.7				
T	-1.367580468	36.762076946	1788.1				
T	-1.366531268	36.762905119	1786.6				
T	-1.365286899	36.764887545	1784.1				
T	-1.365397978	36.766010539	1782.2				
T	-1.366455956	36.766316025	1783.9				
T	-1.368083015	36.766152221	1780.6				
T	-1.369000515	36.766058557	1783.4				
T	-1.371342938	36.765820968	1780.8				
T	-1.373706081	36.764755946	1780.8				
T	-1.374333310	36.763870054	1773.8				
T	-1.373705447	36.763724886	1780.2				
T	-1.372882730	36.763703841	1785.0				
T	-1.371230607	36.763666764	1785.8				
T	-1.370110455	36.763780481	1784.6				
T	-1.369621785	36.764036243	1785.5				
T	-1.369440246	36.765290967	1784.2				
T	-1.369785225	36.765669193	1782.9				
T	-1.370426290	36.765913941	1782.2				
T	-1.371495213	36.766321686	1781.8				
T	-1.372024722	36.766474474	1780.1				
T	-1.372646052	36.766514723	1777.7				
T	-1.373460133	36.766432960	1777.2				
T	-1.374605865	36.765598914	1771.5				
T	-1.373422109	36.764990185	1782.4				
T	-1.371773400	36.764950342	1780.6				
T	-1.371060388	36.765022801	1782.2				
T	-1.369775454	36.765566813	1783.0				
T	-1.369306020	36.766027563	1783.9				
T	-1.369098215	36.767082779	1781.0				
T	-1.368942774	36.767616180	1780.1				
T	-1.368991399	36.768128839	1779.1				
T	-1.369550373	36.768589356	1778.3				
T	-1.370619864	36.768997678	1777.2				
T	-1.371242089	36.769037512	1774.0				
T	-1.372384765	36.769127367	1771.1				
T	-1.372996924	36.769064944	1770.7				
T	-1.374220057	36.768941141	1770.9				
T	-1.374818832	36.768779943	1769.2				
T	-1.375405201	36.768519086	1766.1				
T	-1.375375832	36.768210762	1766.5				
T	-1.374636087	36.767971248	1771.9				
T	-1.373885277	36.767631011	1774.5				
T	-1.371595573	36.767344443	1778.2				
T	-1.369035089	36.767503214	1780.2				
T	-1.368141700	36.767798015	1779.5				
T	-1.366990536	36.768746964	1776.0				
T	-1.367011501	36.768950867	1775.9				
T	-1.367569949	36.769301402	1777.6				
T	-1.367987095	36.769362698	1776.0				
T	-1.368495725	36.769311698	1775.4				
T	-1.369209082	36.769239405	1777.9				
T	-1.370070448	36.768639633	1778.0				
T	-1.371056102	36.767089216	1782.0				
T	-1.370720633	36.766813200	1784.5				
T	-1.369496565	36.766938503	1781.1				
T	-1.368870461	36.767933833	1779.5				
T	-1.368865140	36.768859534	1777.5				
T	-1.368905019	36.769268924	1776.9				
T	-1.368964847	36.769883122	1775.8				
T	-1.369757396	36.770630655	1774.1				
T	-1.370639346	36.771381238	1764.6				
T	-1.371086798	36.771750630	1762.2				
T	-1.372257271	36.772038046	1766.0				
T	-1.373289553	36.772034541	1764.6				
T	-1.374387254	36.771721227	1764.5				
T	-1.374961813	36.771245555	1767.5				
T	-1.375231479	36.769880853	1769.0				
T	-1.373946108	36.769277490	1770.0				
T	-1.372292521	36.769240434	1770.7				
T	-1.371261679	36.769242719	1772.9				
T	-1.370435255	36.769223810	1777.7				
T	-1.369119620	36.769349895	1777.4				
T	-1.368360791	36.770049740	1774.1				
T	-1.368489877	36.771381586	1772.1				
T	-1.369045893	36.771845702	1769.8				
T	-1.369705689	36.772298218	1765.0				
T	-1.370338103	36.772553758	1759.0				
T	-1.371395490	36.772750566	1759.2				
T	-1.372644693	36.772825953	1764.3				
T	-1.373258449	36.772761855	1764.7				
T	-1.374773685	36.772510813	1762.8				
T	-1.376131309	36.771648726	1762.8				
T	-1.376910658	36.770349753	1755.6				
T	-1.376768036	36.769949635	1756.9				
T	-1.375937672	36.769818543	1763.9				
T	-1.373045459	36.769578713	1768.9				
T	-1.370780620	36.769602902	1773.7				
T	-1.369861778	36.769697082	1778.4				
T	-1.368605347	36.770437914	1774.5				
T	-1.367828847	36.772075306	1769.7				
T	-1.367768151	36.772606232	1766.0				
T	-1.368126715	36.773197839	1760.9				
T	-1.368684651	36.773661591	1758.0				
T	-1.369234324	36.774021302	1753.5				
T	-1.370750384	36.774805027	1743.2				
T	-1.371935501	36.775306408	1745.1				
T	-1.373797651	36.775321368	1747.6				
T	-1.374409975	36.775260305	1747.6				
T	-1.375291996	36.774751952	1748.5				
T	-1.375811050	36.773652200	1754.7				
T	-1.375841734	36.772924508	1759.9				
T	-1.375700044	36.772523760	1762.7				
T	-1.375252531	36.772153300	1763.7				
T	-1.374814414	36.771886534	1764.8				
T	-1.374072332	36.771648212	1764.1				
T	-1.373340694	36.771512430	1764.4				
T	-1.371695138	36.771579402	1764.5				
T	-1.369772294	36.771873278	1767.2				
T	-1.369017011	36.772682754	1767.1				
T	-1.368871815	36.773432611	1760.3				
T	-1.368887205	36.774790725	1749.8				
T	-1.368931964	36.775310189	1746.1				
T	-1.369284208	36.775798046	1740.9				
T	-1.370073915	36.776555605	1728.8				
T	-1.370939766	36.776990485	1730.5				
T	-1.371377394	36.777260115	1731.4				
T	-1.372545550	36.777554676	1729.4				
T	-1.374204633	36.777592112	1726.0				
T	-1.374816511	36.777533354	1723.6				
T	-1.375929672	36.777320783	1723.8				
T	-1.376775004	36.776394661	1731.5				
T	-1.377035224	36.775842081	1735.1				
T	-1.377443988	36.774643551	1740.8				
T	-1.377479763	36.773906338	1745.7				
T	-1.376921526	36.773439732	1753.0				
T	-1.376289515	36.773295139	1756.6				
T	-1.374234316	36.773287648	1762.7				
T	-1.371071924	36.773721410	1750.7				
T	-1.369622659	36.774923413	1746.7				
T	-1.369132709	36.776443946	1733.8				
T	-1.369120245	36.777495626	1724.2				
T	-1.369587252	36.778075072	1720.2				
T	-1.370127539	36.778334365	1718.6				
T	-1.371135592	36.779173739	1713.6				
T	-1.372860444	36.779943097	1707.7				
T	-1.374418619	36.779992527	1707.7				
T	-1.375034523	36.779928482	1707.3				
T	-1.376666323	36.779655008	1708.5				
T	-1.377528549	36.778941008	1711.3				
T	-1.378052310	36.777949864	1714.4				
T	-1.378083462	36.777218299	1717.2				
T	-1.377878912	36.776077311	1726.8				
T	-1.377628748	36.775573969	1733.4				
T	-1.376701908	36.775557915	1738.5				
T	-1.375886559	36.775636542	1741.0				
T	-1.373843286	36.775842109	1742.5				
T	-1.372661659	36.776487869	1738.4				
T	-1.372294857	36.777054798	1733.9				
T	-1.371794581	36.778479388	1721.7				
T	-1.372061678	36.780231010	1704.9				
T	-1.373021579	36.780554706	1705.0				
T	-1.373658200	36.780696411	1705.3				
T	-1.374582234	36.780600284	1705.0				
T	-1.375095537	36.780546887	1705.0				
T	-1.376409315	36.780202443	1705.7				
T	-1.376748594	36.779438181	1709.9				
T	-1.376687551	36.778819823	1713.6				
T	-1.376085418	36.777941587	1718.3				
T	-1.374206296	36.776433962	1735.9				
T	-1.372596668	36.775761024	1744.5				
T	-1.371543232	36.775557834	1741.7				
T	-1.370282525	36.775378887	1740.6				
T	-1.367904912	36.775419197	1743.4				
